Wall time,Step,Value
1680191085.89185,0,0.1990382820367813
1680191139.435126,1,0.19080504775047302
1680191194.007841,2,0.17335805296897888
1680191248.826994,3,0.16575691103935242
1680191305.195769,4,0.17028667032718658
1680191360.507111,5,0.15813900530338287
1680191415.910629,6,0.14451102912425995
1680191471.5367,7,0.14179939031600952
1680191527.02751,8,0.13566678762435913
1680191582.440157,9,0.12972304224967957
1680191638.400383,10,0.12369796633720398
1680191695.138054,11,0.11897534132003784
1680191751.657607,12,0.11170151829719543
1680191808.567391,13,0.10835777223110199
1680191865.778755,14,0.10267473012208939
1680191923.18605,15,0.10285919159650803
1680191980.940638,16,0.09750831872224808
1680192039.020123,17,0.0975094884634018
1680192097.685325,18,0.0932990163564682
1680192157.184339,19,0.09246613830327988
1680192216.774278,20,0.09271226078271866
1680192277.135641,21,0.09069936722517014
1680192337.028089,22,0.08902443945407867
1680192396.520596,23,0.08780564367771149
1680192455.708896,24,0.08843527734279633
1680192514.641103,25,0.0869860053062439
1680192574.270595,26,0.08504429459571838
1680192633.719045,27,0.08649557083845139
1680192693.294962,28,0.08719806373119354
1680192752.754368,29,0.08833061903715134
1680192812.3864,30,0.08865612000226974
1680192872.147536,31,0.08861033618450165
1680192931.904726,32,0.08797655999660492
1680192991.648814,33,0.08841065317392349
1680193051.14952,34,0.09065541625022888
1680193110.698075,35,0.09040041267871857
1680193169.448387,36,0.09024432301521301
1680193228.447225,37,0.09252773970365524
1680193287.284339,38,0.09375617653131485
1680193346.541028,39,0.08993189036846161
1680193405.981051,40,0.09357087314128876
1680193466.582291,41,0.09199319034814835
1680193525.649697,42,0.0910973772406578
1680193584.604102,43,0.0945468619465828
1680193643.42468,44,0.09357281774282455
1680193702.387038,45,0.09237956255674362
1680193761.661318,46,0.09292762726545334
1680193820.423147,47,0.09439893811941147
1680193879.255703,48,0.09050817787647247
1680193938.284024,49,0.09394924342632294
1680193997.155884,50,0.09299921989440918
1680194056.338857,51,0.09456807374954224
1680194115.300129,52,0.09130245447158813
1680194174.432122,53,0.09088867157697678
1680194233.282318,54,0.09119494259357452
1680194291.837809,55,0.09184184670448303
1680194350.951703,56,0.09171421080827713
1680194409.876735,57,0.09280268847942352
1680194468.572931,58,0.09212455153465271
1680194528.16612,59,0.09052430838346481
1680194587.465193,60,0.0917976126074791
1680194647.144181,61,0.09196829050779343
1680194706.62718,62,0.08966674655675888
1680194765.746042,63,0.09357406944036484
1680194824.705775,64,0.09071128070354462
1680194883.784905,65,0.09119857102632523
1680194943.093464,66,0.08838803321123123
1680195001.942659,67,0.087334543466568
1680195061.279975,68,0.09068846702575684
1680195120.055575,69,0.09203806519508362
1680195178.881137,70,0.09380438178777695
1680195237.489576,71,0.09454824775457382
1680195303.221325,72,0.08951102197170258
1680195363.116799,73,0.0880933403968811
1680195422.722977,74,0.08751571923494339
1680195481.982315,75,0.08781524747610092
1680195542.374459,76,0.08741017431020737
1680195601.545882,77,0.09220539778470993
1680195660.616845,78,0.09066388010978699
1680195719.591971,79,0.09056612104177475
1680195778.002002,80,0.08785589039325714
1680195837.551212,81,0.08962354063987732
1680195895.41803,82,0.09060131013393402
1680195953.187129,83,0.08830025792121887
1680196010.346074,84,0.0878404974937439
1680196068.497516,85,0.0865587592124939
1680196126.774858,86,0.08916863799095154
1680196184.397126,87,0.08777271956205368
1680196242.82712,88,0.08742519468069077
1680196300.477664,89,0.08697164803743362
1680196358.474181,90,0.0865088477730751
1680196416.990197,91,0.08476722985506058
1680196474.551703,92,0.08590880036354065
1680196533.226759,93,0.08457432687282562
1680196591.636513,94,0.08474987000226974
1680196649.252128,95,0.08499959111213684
1680196707.976448,96,0.0845455676317215
1680196765.800676,97,0.08529028296470642
1680196823.850166,98,0.08628157526254654
1680196882.082104,99,0.08406462520360947
1680196939.864813,100,0.08413012325763702
1680196999.561799,101,0.08337364345788956
1680197057.366126,102,0.08441668748855591
1680197116.030416,103,0.08536864072084427
1680197174.364129,104,0.08685579895973206
1680197232.178851,105,0.08458718657493591
1680197291.224014,106,0.08359672874212265
1680197350.662923,107,0.08583403378725052
1680197408.948379,108,0.08141359686851501
1680197468.575347,109,0.08235661685466766
1680197528.205108,110,0.08294704556465149
1680197586.735108,111,0.08073081821203232
1680197646.96446,112,0.0819864347577095
1680197706.147395,113,0.08492026478052139
1680197764.946278,114,0.08229169994592667
1680197824.464257,115,0.08129927515983582
1680197884.284533,116,0.07972025126218796
1680197943.529485,117,0.08026360720396042
1680198003.360815,118,0.0814199149608612
1680198062.757995,119,0.08243148028850555
1680198121.231825,120,0.08125357329845428
1680198180.935708,121,0.08009914308786392
1680198239.747314,122,0.08018657565116882
1680198298.299579,123,0.0787733942270279
1680198356.26608,124,0.07811780273914337
1680198414.294489,125,0.07937619835138321
1680198471.383464,126,0.07819706201553345
1680198529.086147,127,0.07761714607477188
1680198586.058002,128,0.0777328610420227
1680198643.824895,129,0.07590936124324799
1680198701.734361,130,0.07803472131490707
1680198759.01099,131,0.07732851058244705
1680198816.707833,132,0.0764879435300827
1680198876.17207,133,0.07707367837429047
1680198933.962746,134,0.07628974318504333
1680198991.563561,135,0.07594721019268036
1680199049.163117,136,0.07663092017173767
1680199107.034057,137,0.07745654881000519
1680199164.400912,138,0.07619494944810867
1680199221.349688,139,0.07574834674596786
1680199279.402761,140,0.07490934431552887
1680199338.047473,141,0.07498476654291153
1680199395.477943,142,0.07609429955482483
1680199452.956714,143,0.07416897267103195
1680199509.945828,144,0.07446343451738358
1680199566.92231,145,0.0732865110039711
1680199624.222568,146,0.07502785325050354
1680199682.225338,147,0.07338318228721619
1680199739.720397,148,0.07408222556114197
1680199796.896126,149,0.07527194917201996
1680199854.963788,150,0.07461514323949814
1680199912.406738,151,0.0738067552447319
1680199970.138348,152,0.07270710170269012
1680200028.281232,153,0.07197440415620804
1680200086.275497,154,0.07449944317340851
1680200143.901274,155,0.07451470196247101
1680200201.054392,156,0.07342857867479324
1680200258.774852,157,0.07192039489746094
1680200316.686331,158,0.0722379982471466
1680200374.384676,159,0.07311756908893585
1680200432.544259,160,0.0704813227057457
1680200491.240566,161,0.06943733990192413
1680200548.950037,162,0.07176797837018967
1680200606.07736,163,0.07354972511529922
1680200663.767724,164,0.06957448273897171
1680200721.616252,165,0.06956658512353897
1680200779.256264,166,0.0719580426812172
1680200836.703735,167,0.07406847178936005
1680200893.848116,168,0.06940002739429474
1680200951.170048,169,0.06995005905628204
1680201008.229746,170,0.07068871706724167
1680201065.982029,171,0.0705040693283081
1680201122.934921,172,0.07032106071710587
1680201180.186081,173,0.07082217186689377
1680201237.854365,174,0.06849252432584763
1680201295.169562,175,0.07097849249839783
1680201352.418092,176,0.06959375739097595
1680201410.610606,177,0.07110175490379333
1680201468.766308,178,0.07042775303125381
1680201526.550941,179,0.068414106965065
1680201584.183342,180,0.0690402016043663
1680201643.53372,181,0.06802518665790558
1680201701.070565,182,0.07018043845891953
1680201758.557594,183,0.06783702224493027
1680201816.330257,184,0.07125572115182877
1680201874.022174,185,0.06776361912488937
1680201931.809549,186,0.06792956590652466
1680201989.686127,187,0.06870806217193604
1680202047.415696,188,0.06705369055271149
1680202105.095621,189,0.06665123254060745
1680202163.033237,190,0.0664842501282692
1680202220.76545,191,0.06759276241064072
1680202278.295067,192,0.06846028566360474
1680202336.492563,193,0.06634926050901413
1680202394.385827,194,0.06671702116727829
1680202451.652619,195,0.06576912105083466
1680202510.997673,196,0.06634939461946487
1680202568.471157,197,0.06689450889825821
1680202626.56394,198,0.06643310934305191
1680202683.986588,199,0.06722764670848846
1680202741.369963,200,0.06664998829364777
1680202799.887289,201,0.06565149128437042
1680202857.133733,202,0.06745662540197372
1680202914.907023,203,0.06544516235589981
1680202972.775586,204,0.06461905688047409
1680203031.254286,205,0.06559029966592789
1680203088.845498,206,0.06640005856752396
1680203146.158819,207,0.06842990964651108
1680203204.068899,208,0.06728578358888626
1680203262.460649,209,0.06747551262378693
1680203319.825906,210,0.06569986790418625
1680203377.037249,211,0.06658238172531128
1680203436.146872,212,0.066687673330307
1680203494.26555,213,0.06647136807441711
1680203552.307724,214,0.06624867022037506
1680203610.023486,215,0.06781797111034393
1680203668.522691,216,0.06549345701932907
1680203726.642415,217,0.0670970156788826
1680203785.280797,218,0.06539909541606903
1680203843.71963,219,0.06510835886001587
1680203901.646865,220,0.06607959419488907
1680203960.69628,221,0.06722880899906158
1680204019.056184,222,0.06536442041397095
1680204077.111066,223,0.06326370686292648
1680204134.946073,224,0.06530627608299255
1680204193.231636,225,0.06486731022596359
1680204251.893336,226,0.06371984630823135
1680204309.551483,227,0.06452616304159164
1680204367.238205,228,0.06448464095592499
1680204425.227291,229,0.06466221064329147
1680204482.903578,230,0.06386197358369827
1680204540.2915,231,0.0635358989238739
1680204598.259644,232,0.06427977234125137
1680204655.802734,233,0.06350291520357132
1680204713.00631,234,0.06336310505867004
1680204770.952748,235,0.06376754492521286
1680204829.202551,236,0.06496775895357132
1680204887.559073,237,0.06291145086288452
1680204945.362904,238,0.06342017650604248
1680205003.879706,239,0.06317924708127975
1680205061.955874,240,0.06399849057197571
1680205121.120341,241,0.06258177012205124
1680205179.765307,242,0.0627589300274849
1680205237.847398,243,0.0626702532172203
1680205296.017663,244,0.06336019188165665
1680205354.092811,245,0.06429871916770935
1680205413.249726,246,0.06521733105182648
1680205471.655491,247,0.064871646463871
1680205529.93058,248,0.06325960159301758
1680205590.349559,249,0.06371071934700012
1680205650.445673,250,0.0629391297698021
1680205714.788067,251,0.0629991888999939
1680205776.675743,252,0.06263646483421326
1680205839.106789,253,0.06231432035565376
1680205900.720841,254,0.06295900046825409
1680205961.85729,255,0.06246568262577057
1680206023.547278,256,0.061664532870054245
1680206095.161344,257,0.06218983232975006
1680206165.323369,258,0.06119517982006073
1680206234.925738,259,0.06058075278997421
1680206307.591106,260,0.06372731178998947
1680206378.879081,261,0.060603175312280655
1680206450.825491,262,0.06073861941695213
1680206523.457253,263,0.06286081671714783
1680206594.728435,264,0.060348641127347946
1680206664.371899,265,0.06243177503347397
1680206739.347111,266,0.061520375311374664
1680206812.920859,267,0.06084742024540901
1680206884.93612,268,0.06376838684082031
1680206958.384646,269,0.062333568930625916
1680207024.671326,270,0.06133038178086281
1680207088.187035,271,0.06137090176343918
1680207148.733054,272,0.06208696961402893
1680207211.213814,273,0.061800144612789154
1680207271.28443,274,0.06138142943382263
1680207332.000149,275,0.06197408586740494
1680207392.981532,276,0.059286437928676605
1680207453.452601,277,0.060155533254146576
1680207514.806124,278,0.059035398066043854
1680207576.161432,279,0.06007070094347
1680207637.05481,280,0.061264343559741974
1680207698.491931,281,0.06146758049726486
1680207758.875253,282,0.060108575969934464
1680207820.184827,283,0.06205485761165619
1680207881.813661,284,0.06147570535540581
1680207943.046148,285,0.060553889721632004
1680208004.558812,286,0.06212151050567627
1680208065.959298,287,0.06072511523962021
1680208125.87622,288,0.0592753030359745
1680208186.483473,289,0.06099798530340195
1680208247.794048,290,0.061862438917160034
1680208309.183529,291,0.06118636205792427
1680208370.260661,292,0.05752536281943321
1680208431.489745,293,0.05952703580260277
1680208493.072419,294,0.05980689451098442
1680208554.692973,295,0.058584485203027725
1680208615.432932,296,0.05824383348226547
1680208676.860685,297,0.06061214581131935
1680208738.15576,298,0.0606190487742424
1680208799.572275,299,0.060180921107530594
1680208860.550684,300,0.05952112749218941
1680208923.012029,301,0.05841510742902756
1680208982.613888,302,0.06051253154873848
1680209043.451792,303,0.05877823382616043
1680209104.378904,304,0.0606267936527729
1680209165.34724,305,0.05765538662672043
1680209225.092622,306,0.05809300020337105
1680209285.896125,307,0.05785076320171356
1680209348.113704,308,0.05976620689034462
1680209409.26626,309,0.059901461005210876
1680209470.32903,310,0.06034037470817566
1680209530.865306,311,0.05968601256608963
1680209591.083592,312,0.05967594310641289
1680209652.460222,313,0.06155356019735336
1680209713.812482,314,0.058133527636528015
1680209775.860598,315,0.05867869779467583
1680209836.200097,316,0.05998731032013893
1680209897.399767,317,0.05915173143148422
1680209958.794386,318,0.0589691698551178
1680210019.425514,319,0.05887267738580704
1680210079.109271,320,0.058424707502126694
1680210139.747896,321,0.06078151613473892
1680210199.125439,322,0.05948789045214653
1680210258.913609,323,0.0611208975315094
1680210319.032209,324,0.05945828929543495
1680210378.502044,325,0.05999411642551422
1680210437.813568,326,0.059444960206747055
1680210496.052944,327,0.058172453194856644
1680210554.930974,328,0.058807048946619034
1680210614.35026,329,0.05830298736691475
1680210672.697586,330,0.05854891613125801
1680210731.210942,331,0.060034558176994324
1680210791.005801,332,0.059906549751758575
1680210850.823073,333,0.05950358510017395
1680210908.910222,334,0.05748874694108963
1680210968.96086,335,0.058981895446777344
1680211028.834006,336,0.05960928276181221
1680211088.725053,337,0.057171810418367386
1680211147.792903,338,0.058656688779592514
1680211207.20732,339,0.05777791887521744
1680211266.863904,340,0.05844073370099068
1680211326.975174,341,0.05870960280299187
1680211386.277888,342,0.05768880248069763
1680211445.988814,343,0.05799904838204384
1680211505.325771,344,0.05698903650045395
1680211565.273055,345,0.05652901530265808
1680211626.133925,346,0.05754067376255989
1680211685.222508,347,0.05884096771478653
1680211744.675218,348,0.05739518254995346
1680211802.713887,349,0.057899121195077896
1680211862.228876,350,0.057854875922203064
1680211921.311655,351,0.057678986340761185
1680211981.116546,352,0.05763643607497215
1680212040.962371,353,0.05690663307905197
1680212100.766188,354,0.05632337927818298
1680212159.661854,355,0.057005442678928375
1680212218.96718,356,0.05425150319933891
1680212278.516743,357,0.05675302818417549
1680212338.568622,358,0.05779991298913956
1680212398.014184,359,0.05764833465218544
1680212456.940985,360,0.05675044655799866
1680212518.480544,361,0.0567602813243866
1680212578.843641,362,0.05721805617213249
1680212638.106342,363,0.057334981858730316
1680212698.3619,364,0.05682278051972389
1680212758.414138,365,0.05599791929125786
1680212817.005903,366,0.05648714676499367
1680212876.822061,367,0.056157518178224564
1680212936.359779,368,0.05709024518728256
1680212995.48342,369,0.05765381455421448
1680213055.247414,370,0.0574079267680645
1680213114.715022,371,0.056970223784446716
1680213174.439849,372,0.05553843080997467
1680213234.343461,373,0.055789340287446976
1680213294.700746,374,0.05588690936565399
1680213355.171353,375,0.05761953815817833
1680213414.707584,376,0.05720284581184387
1680213474.442679,377,0.05652064457535744
1680213535.191259,378,0.05481012910604477
1680213595.289009,379,0.055792197585105896
1680213654.82785,380,0.05544079467654228
1680213714.20871,381,0.055466119199991226
1680213773.560553,382,0.056082192808389664
1680213833.595471,383,0.05684617534279823
1680213894.083427,384,0.05415869131684303
1680213952.340787,385,0.05532829836010933
1680214012.040184,386,0.05524708330631256
1680214073.057849,387,0.05497906357049942
1680214132.450021,388,0.05428772792220116
1680214193.084541,389,0.05432196706533432
1680214253.230778,390,0.05390911549329758
1680214313.310288,391,0.054752200841903687
1680214373.932343,392,0.053661759942770004
1680214434.974087,393,0.05424093082547188
1680214555.103363,395,0.054957613348960876
1680214615.831476,396,0.05548366904258728
1680214675.822528,397,0.0547337532043457
1680214736.371601,398,0.053555894643068314
1680214797.119097,399,0.05424710735678673
1680214856.70812,400,0.05318249389529228
1680214918.029872,401,0.05277124419808388
1680214978.561912,402,0.05268692597746849
1680215038.489697,403,0.05327007174491882
1680215098.132298,404,0.0532415434718132
1680215157.874462,405,0.051996782422065735
1680215218.942678,406,0.0537584014236927
1680215278.578213,407,0.053854215890169144
1680215336.701012,408,0.05304930359125137
1680215397.103866,409,0.05360420048236847
1680215456.994787,410,0.05278021842241287
1680215515.836315,411,0.05256440490484238
1680215574.503718,412,0.05335121974349022
1680215634.816951,413,0.05308600887656212
1680215694.016499,414,0.052782587707042694
1680215753.727537,415,0.05270968750119209
1680215813.684691,416,0.05281849205493927
1680215872.97402,417,0.0530606210231781
1680215934.024161,418,0.05267976224422455
1680215994.221339,419,0.05217975750565529
1680216055.299558,420,0.0511782169342041
1680216115.933113,421,0.05084606632590294
1680216176.255744,422,0.05178956687450409
1680216237.180564,423,0.050967466086149216
1680216296.862969,424,0.052488669753074646
1680216357.394554,425,0.0512746199965477
1680216418.030967,426,0.05136888101696968
1680216477.089565,427,0.05185074731707573
1680216538.542918,428,0.05209728702902794
1680216598.857242,429,0.051031216979026794
1680216657.195404,430,0.05169137939810753
1680216717.018435,431,0.05237892270088196
1680216777.503931,432,0.04929538816213608
1680216837.172921,433,0.050949741154909134
1680216897.206517,434,0.05003267154097557
1680216957.26526,435,0.05152604728937149
1680217017.825996,436,0.04899973422288895
1680217078.238735,437,0.049136754125356674
1680217139.047651,438,0.049344077706336975
1680217199.157321,439,0.05085676163434982
1680217259.600004,440,0.050554823130369186
1680217320.962129,441,0.04981624707579613
1680217381.403197,442,0.05158786475658417
1680217441.743175,443,0.049746688455343246
1680217501.299076,444,0.05013394355773926
1680217560.623546,445,0.04884275421500206
1680217618.571874,446,0.04862430691719055
1680217677.269234,447,0.05041101947426796
1680217735.9521,448,0.04994814470410347
1680217795.458805,449,0.05143843591213226
1680217854.146615,450,0.05045123025774956
1680217914.813329,451,0.04889525845646858
1680217973.712664,452,0.050085343420505524
1680218033.308381,453,0.04880758374929428
1680218094.125369,454,0.04891000688076019
1680218153.837304,455,0.05100247263908386
1680218213.391229,456,0.049433864653110504
1680218273.429296,457,0.05087555572390556
1680218332.582113,458,0.04889029636979103
1680218392.847599,459,0.04845002293586731
1680218453.458335,460,0.05056748911738396
1680218512.891553,461,0.04905593767762184
1680218571.121138,462,0.04884989187121391
1680218631.671083,463,0.05015324056148529
1680218691.632052,464,0.04964451491832733
1680218751.619455,465,0.04968179762363434
1680218810.79717,466,0.049741826951503754
1680218869.592923,467,0.048102255910634995
1680218931.105021,468,0.04848799854516983
1680218992.150269,469,0.04792065545916557
1680219052.236307,470,0.049379006028175354
1680219112.757788,471,0.04743979871273041
1680219173.19388,472,0.048656925559043884
1680219231.664639,473,0.04851921647787094
1680219292.475282,474,0.047261666506528854
1680219352.745775,475,0.048719268292188644
1680219412.595867,476,0.047643356025218964
1680219472.27151,477,0.048330627381801605
1680219530.813822,478,0.04887740686535835
1680219589.888773,479,0.04855109378695488
1680219650.772007,480,0.04873555153608322
1680219712.723764,481,0.047963038086891174
1680219771.871073,482,0.04701544716954231
1680219832.380205,483,0.04632631316781044
1680219891.721826,484,0.04673459008336067
1680219952.725201,485,0.04656586796045303
1680220012.260172,486,0.047984953969717026
1680220072.389385,487,0.04861351102590561
1680220132.22297,488,0.046306997537612915
1680220194.020184,489,0.04673753306269646
1680220254.102273,490,0.04677702486515045
1680220313.518974,491,0.04811703786253929
1680220374.699059,492,0.049004387110471725
1680220435.63021,493,0.04730409011244774
1680220496.285409,494,0.04555084556341171
1680220557.248461,495,0.04779421165585518
1680220617.257591,496,0.047649431973695755
1680220678.922288,497,0.046835917979478836
1680220740.097871,498,0.04664193093776703
1680220800.21633,499,0.04585205391049385
1680220859.713062,500,0.04667406529188156
1680220920.875227,501,0.04587503522634506
1680220984.299843,502,0.04808399826288223
1680221048.108284,503,0.04716050252318382
1680221107.828559,504,0.047017816454172134
1680221167.333894,505,0.04737744480371475
1680221229.376795,506,0.04663240537047386
1680221290.699932,507,0.04357031360268593
1680221349.1937,508,0.04764135181903839
1680221409.602156,509,0.04677486792206764
1680221469.382949,510,0.04688103124499321
1680221530.974237,511,0.04481816664338112
1680221592.284766,512,0.04481940343976021
1680221653.192973,513,0.044673651456832886
1680221713.703045,514,0.04633740335702896
1680221774.522657,515,0.04596545547246933
1680221833.720299,516,0.04627888277173042
1680221894.872809,517,0.04597652330994606
1680221955.209883,518,0.04685397446155548
1680222015.721479,519,0.04638469219207764
1680222079.181783,520,0.044972117990255356
1680222144.459923,521,0.04592941701412201
1680222202.485158,522,0.04620516672730446
1680222262.658427,523,0.04528679698705673
1680222322.951669,524,0.04713050276041031
1680222381.9767,525,0.045656442642211914
1680222442.120094,526,0.045522719621658325
1680222503.420469,527,0.04535670205950737
1680222565.044876,528,0.04594504460692406
1680222623.769344,529,0.04546397551894188
1680222682.251063,530,0.04577505961060524
1680222742.703775,531,0.04543376341462135
1680222803.302063,532,0.04481017589569092
1680222864.487263,533,0.046408165246248245
1680222922.084524,534,0.046395193785429
1680222982.533449,535,0.046514857560396194
1680223043.060948,536,0.04577885568141937
1680223104.124231,537,0.04526729881763458
1680223165.112061,538,0.044757600873708725
1680223226.519679,539,0.04529232159256935
1680223287.771472,540,0.04497498646378517
1680223348.722186,541,0.04540884867310524
1680223409.255581,542,0.045349735766649246
1680223468.366614,543,0.045090045779943466
1680223529.595872,544,0.045217253267765045
1680223590.334821,545,0.04474501684308052
1680223650.968666,546,0.04460122063755989
1680223710.732998,547,0.04489370435476303
1680223771.788197,548,0.046048153191804886
1680223832.592899,549,0.04432321712374687
1680223895.125007,550,0.04453771188855171
1680223954.844463,551,0.04450571537017822
1680224013.358317,552,0.044574614614248276
1680224074.772045,553,0.04539323225617409
1680224136.922934,554,0.045454736799001694
1680224198.757111,555,0.04462253674864769
1680224258.690998,556,0.043707966804504395
1680224319.954342,557,0.04426722601056099
1680224379.680571,558,0.04397182539105415
1680224440.354753,559,0.04391389340162277
1680224500.917112,560,0.04469705745577812
1680224562.754193,561,0.04377005621790886
1680224623.847931,562,0.04425754398107529
1680224683.630725,563,0.04326540604233742
1680224743.995562,564,0.041993651539087296
1680224802.744458,565,0.04309023916721344
1680224862.680493,566,0.0441766232252121
1680224924.415906,567,0.042656078934669495
1680224981.716385,568,0.043079715222120285
1680225040.694466,569,0.04351215809583664
1680225100.501835,570,0.043389562517404556
1680225160.060781,571,0.04418808966875076
1680225216.725242,572,0.042592063546180725
1680225275.793073,573,0.04297811910510063
1680225335.514924,574,0.04351017624139786
1680225395.487563,575,0.043121337890625
1680225453.9424,576,0.044078029692173004
1680225515.01685,577,0.0429176464676857
1680225574.563059,578,0.04293208569288254
1680225633.829622,579,0.04205403849482536
1680225692.60123,580,0.04306500405073166
1680225752.973791,581,0.04429338499903679
1680225815.047257,582,0.0431794673204422
1680225874.482141,583,0.043248262256383896
1680225937.130283,584,0.04245300218462944
1680225997.504139,585,0.04286382347345352
1680226057.630733,586,0.04334202781319618
1680226117.368482,587,0.041871991008520126
1680226175.723921,588,0.0423702634871006
1680226235.412014,589,0.04301551356911659
1680226297.701412,590,0.042316026985645294
1680226356.074299,591,0.04269257187843323
1680226416.089402,592,0.042864955961704254
1680226476.515896,593,0.042711041867733
1680226537.102976,594,0.04260125756263733
1680226598.501676,595,0.04207991436123848
1680226659.466522,596,0.04208223894238472
1680226720.496082,597,0.041770320385694504
1680226786.504823,598,0.04246719181537628
1680226850.83398,599,0.04285121336579323
1680226911.321941,600,0.042942680418491364
1680226971.496917,601,0.04250107705593109
1680227033.252915,602,0.04083108901977539
1680227100.707101,603,0.04239692538976669
1680227165.482526,604,0.0431259348988533
1680227227.741756,605,0.042776819318532944
1680227287.418453,606,0.041967540979385376
1680227349.872415,607,0.04213770478963852
1680227411.998769,608,0.041859861463308334
1680227474.665409,609,0.041843023151159286
1680227535.889664,610,0.04198339581489563
1680227596.804083,611,0.04408785328269005
1680227659.192289,612,0.04237893968820572
1680227719.563912,613,0.0431259348988533
1680227780.516835,614,0.044215913861989975
1680227843.163725,615,0.04335588961839676
1680227905.58544,616,0.042675744742155075
1680227965.888395,617,0.04193476587533951
1680228026.335479,618,0.0438150055706501
1680228087.359646,619,0.04394548013806343
1680228147.915374,620,0.043821778148412704
1680228210.579738,621,0.0404471717774868
1680228272.591476,622,0.042961686849594116
1680228332.216496,623,0.04397255554795265
1680228390.544923,624,0.042747654020786285
1680228451.636629,625,0.04347860440611839
1680228510.432102,626,0.043379269540309906
1680228572.294566,627,0.04283793270587921
1680228633.919021,628,0.04354746267199516
1680228693.672559,629,0.04349067807197571
1680228754.518455,630,0.04380824416875839
1680228816.358847,631,0.04365461319684982
1680228875.642527,632,0.04160253703594208
1680228937.050243,633,0.04168540611863136
1680228996.367591,634,0.04306825250387192
1680229058.920865,635,0.04207765683531761
1680229118.626117,636,0.04115128889679909
1680229180.044639,637,0.041733268648386
1680229239.926163,638,0.04253225401043892
1680229301.589128,639,0.04352577030658722
1680229362.432234,640,0.042526327073574066
1680229425.321753,641,0.041297219693660736
1680229487.430293,642,0.0422624796628952
1680229548.308073,643,0.04150332883000374
1680229609.88756,644,0.04190722852945328
1680229671.157295,645,0.041067346930503845
1680229729.006866,646,0.042066510766744614
1680229790.592644,647,0.04075910896062851
1680229849.298824,648,0.04032210260629654
1680229910.291456,649,0.04284587502479553
1680229970.12096,650,0.04150860384106636
1680230026.24784,651,0.041688691824674606
1680230088.458822,652,0.041679687798023224
1680230148.629364,653,0.04237471520900726
1680230208.038536,654,0.04301067814230919
1680230268.537558,655,0.041457682847976685
1680230326.322125,656,0.039940934628248215
1680230388.970638,657,0.040695223957300186
1680230448.888893,658,0.04027598723769188
1680230507.572335,659,0.0431126169860363
1680230567.862109,660,0.04209388419985771
1680230627.312296,661,0.04119187965989113
1680230687.65469,662,0.041082922369241714
1680230749.684034,663,0.04118400067090988
1680230809.625279,664,0.039610639214515686
1680230869.502072,665,0.040617767721414566
1680230931.554817,666,0.04149641841650009
1680230993.527419,667,0.041240595281124115
1680231053.398575,668,0.04049570858478546
1680231117.026129,669,0.04027144983410835
1680231178.896295,670,0.03933289647102356
1680231239.399452,671,0.039742905646562576
1680231299.180329,672,0.0404808335006237
1680231356.924471,673,0.0409509614109993
1680231417.849254,674,0.04113801568746567
1680231478.373365,675,0.04149064049124718
1680231538.103777,676,0.04042328521609306
1680231600.714585,677,0.04104377701878548
1680231662.086831,678,0.04029424488544464
1680231722.914799,679,0.04070758447051048
1680231779.374138,680,0.04172118008136749
1680231838.627194,681,0.04162813350558281
1680231898.800564,682,0.041285790503025055
1680231960.414433,683,0.04068475216627121
1680232023.711059,684,0.04115113243460655
1680232085.420023,685,0.04022740200161934
1680232146.211729,686,0.04051320254802704
1680232208.019353,687,0.0403231605887413
1680232267.214879,688,0.041544102132320404
1680232326.73275,689,0.040784262120723724
1680232388.536722,690,0.04029690846800804
1680232449.453521,691,0.04174015671014786
1680232509.01478,692,0.04229842498898506
1680232570.121998,693,0.04028324782848358
1680232630.323389,694,0.04102296754717827
1680232692.315516,695,0.04035527631640434
1680232751.099878,696,0.04014360532164574
1680232812.67674,697,0.04078607261180878
1680232871.904615,698,0.04146648943424225
1680232933.198617,699,0.03998251259326935
1680232993.173065,700,0.03997040539979935
1680233050.640279,701,0.04038916528224945
1680233110.054146,702,0.039980288594961166
1680233170.229413,703,0.040576186031103134
1680233230.764271,704,0.040537357330322266
1680233288.624118,705,0.03928186744451523
